state,county,ALAND,pop
New Mexico,San Miguel County,12228666255,28034.0
New Mexico,Santa Fe County,4947127762,148917.0
New Mexico,Sierra County,10829248375,11135.0
New Mexico,Socorro County,17214061663,17000.0
New Mexico,Taos County,5704119381,32888.0
New Mexico,Torrance County,8664074443,15595.0
New Mexico,Union County,9906866299,4175.0
New Mexico,Valencia County,2762854208,75956.0
New York,Albany County,1354120790,307426.0
New York,Allegany County,2666029673,47025.0
New York,Bronx County,108908944,1437872.0
New York,Broome County,1828055107,194402.0
New York,Cattaraugus County,3388616853,77686.0
New York,Cayuga County,1791190506,77868.0
New York,Chautauqua County,2745967842,129656.0
New York,Chemung County,1055036193,85740.0
New York,Chenango County,2314393899,48348.0
New York,Clinton County,2687771456,80794.0
New York,Columbia County,1643770743,60919.0
New York,Cortland County,1291815778,48123.0
New York,Delaware County,3735851364,45502.0
New York,Dutchess County,2060717226,293894.0
New York,Erie County,2700643194,919866.0
New York,Essex County,4646744231,37751.0
New York,Franklin County,4219643543,50692.0
New York,Fulton County,1283234675,53743.0
New York,Genesee County,1276700275,58112.0
New York,Greene County,1676140493,47617.0
New York,Hamilton County,4447982191,4575.0
New York,Herkimer County,3655807440,62505.0
New York,Jefferson County,3285906470,114448.0
New York,Kings County,179671325,2600747.0
New York,Lewis County,3301307118,26719.0
New York,Livingston County,1636256617,63907.0
New York,Madison County,1696091557,71359.0
New York,Monroe County,1701292247,744248.0
New York,Montgomery County,1044066971,49426.0
New York,Nassau County,737085188,1356564.0
New York,New York County,58680498,1632480.0
New York,Niagara County,1352887109,211704.0
New York,Oneida County,3139921993,230782.0
New York,Onondaga County,2016012323,464242.0
New York,Ontario County,1668067226,109472.0
New York,Orange County,2103901761,378227.0
New York,Orleans County,1013366843,41175.0
New York,Oswego County,2464747828,119104.0
New York,Otsego County,2594462122,60244.0
New York,Putnam County,596526069,99070.0
New York,Queens County,281734474,2298513.0
New York,Rensselaer County,1689851801,159431.0
New York,Richmond County,148972685,474101.0
New York,Rockland County,449197039,323686.0
New York,St. Lawrence County,6939274584,109558.0
New York,Saratoga County,2097879149,227377.0
New York,Schenectady County,529858774,154883.0
New York,Schoharie County,1610503568,31364.0
New York,Schuyler County,850405404,17992.0
New York,Seneca County,838403627,34612.0
New York,Steuben County,3601504766,96927.0
New York,Suffolk County,2361492153,1487901.0
New York,Sullivan County,2507463740,75211.0
New York,Tioga County,1343194501,49045.0
New York,Tompkins County,1229314961,102962.0
New York,Ulster County,2911757798,179303.0
New York,Warren County,2246154412,64480.0
New York,Washington County,2152713608,61828.0
New York,Wayne County,1563910796,90856.0
New York,Westchester County,1115165961,968815.0
New York,Wyoming County,1535216593,40565.0
New York,Yates County,875785688,25009.0
North Carolina,Alamance County,1096684439,160576.0
North Carolina,Alexander County,673358170,37119.0
North Carolina,Alleghany County,607100995,10973.0
North Carolina,Anson County,1376478137,25306.0
North Carolina,Ashe County,1100901792,26786.0
North Carolina,Avery County,640602132,17501.0
North Carolina,Beaufort County,2154800548,47243.0
North Carolina,Bertie County,1810858588,19644.0
North Carolina,Bladen County,2265887723,33778.0
North Carolina,Brunswick County,2199384967,126860.0
North Carolina,Buncombe County,1700318982,254474.0
North Carolina,Burke County,1311146878,89712.0
North Carolina,Cabarrus County,935602088,201448.0
North Carolina,Caldwell County,1222192503,81779.0
North Carolina,Camden County,622448682,10447.0
North Carolina,Carteret County,1314696235,68920.0
North Carolina,Caswell County,1101692701,22746.0
North Carolina,Catawba County,1039550849,156729.0
North Carolina,Chatham County,1765640373,69791.0
North Carolina,Cherokee County,1179834154,27668.0
North Carolina,Chowan County,447179929,14205.0
North Carolina,Clay County,556804508,10813.0
North Carolina,Cleveland County,1202289388,97159.0
North Carolina,Columbus County,2429710310,56293.0
North Carolina,Craven County,1830077186,103082.0
North Carolina,Cumberland County,1690125279,332106.0
North Carolina,Currituck County,678415818,25796.0
North Carolina,Dare County,992549370,35741.0
North Carolina,Davidson County,1432711784,164664.0
North Carolina,Davie County,682967798,41991.0
North Carolina,Duplin County,2110160387,59062.0
North Carolina,Durham County,741907726,306457.0
North Carolina,Edgecombe County,1309065764,53332.0
North Carolina,Forsyth County,1056149964,371573.0
North Carolina,Franklin County,1273757057,64902.0
North Carolina,Gaston County,921311293,216585.0
North Carolina,Gates County,882181716,11563.0
North Carolina,Graham County,756186161,8557.0
North Carolina,Granville County,1377850153,58874.0
North Carolina,Greene County,690851081,21008.0
North Carolina,Guilford County,1672848312,523582.0
North Carolina,Halifax County,1874467579,51737.0
North Carolina,Harnett County,1541110995,130361.0
North Carolina,Haywood County,1433713822,60433.0
North Carolina,Henderson County,965884896,113625.0
North Carolina,Hertford County,914689326,24153.0
North Carolina,Hoke County,1010400416,53239.0
North Carolina,Hyde County,1585935371,5393.0
North Carolina,Iredell County,1487149246,172525.0
North Carolina,Jackson County,1272183341,42256.0
North Carolina,Johnston County,2049281828,191172.0
North Carolina,Jones County,1220836962,9695.0
North Carolina,Lee County,660607408,60125.0
North Carolina,Lenoir County,1033630021,57227.0
North Carolina,Lincoln County,766225394,81441.0
North Carolina,McDowell County,1139477527,45109.0
North Carolina,Macon County,1335356542,34410.0
North Carolina,Madison County,1164497721,21405.0
North Carolina,Martin County,1182135162,23054.0
North Carolina,Mecklenburg County,1356047125,1054314.0
North Carolina,Mitchell County,573040382,15040.0
North Carolina,Montgomery County,1273042460,27338.0
North Carolina,Moore County,1806977326,95629.0
North Carolina,Nash County,1399739813,94003.0
North Carolina,New Hanover County,497802422,224231.0
North Carolina,Northampton County,1389897901,20186.0
North Carolina,Onslow County,1973417749,193912.0
North Carolina,Orange County,1029604965,142938.0
North Carolina,Pamlico County,871535581,12742.0
North Carolina,Pasquotank County,587616451,39479.0
North Carolina,Pender County,2256645188,59020.0
North Carolina,Perquimans County,640099675,13459.0
North Carolina,Person County,1016141536,39305.0
North Carolina,Pitt County,1689620097,177372.0
North Carolina,Polk County,615606312,20458.0
North Carolina,Randolph County,2026195914,142958.0
North Carolina,Richmond County,1226886652,45189.0
North Carolina,Robeson County,2453435692,133442.0
North Carolina,Rockingham County,1464980033,91270.0
North Carolina,Rowan County,1324723323,139605.0
North Carolina,Rutherford County,1464476249,66532.0
North Carolina,Sampson County,2449357434,63561.0
North Carolina,Scotland County,826570075,35262.0
North Carolina,Stanly County,1023370459,61114.0
North Carolina,Stokes County,1162940014,45905.0
North Carolina,Surry County,1382385865,72099.0
North Carolina,Swain County,1366810458,14254.0
North Carolina,Transylvania County,980141494,33513.0
North Carolina,Tyrrell County,1012103919,4119.0
North Carolina,Union County,1638654587,226694.0
North Carolina,Vance County,653708021,44482.0
North Carolina,Wake County,2162178923,1046558.0
North Carolina,Warren County,1111412939,20033.0
North Carolina,Washington County,897456203,12156.0
North Carolina,Watauga County,809160417,54117.0
North Carolina,Wayne County,1434638262,124002.0
North Carolina,Wilkes County,1954249755,68460.0
North Carolina,Wilson County,952012785,81336.0
North Carolina,Yadkin County,867496104,37665.0
North Carolina,Yancey County,809610027,17667.0
North Dakota,Adams County,2557900104,2351.0
North Dakota,Barnes County,3863107416,10836.0
North Dakota,Benson County,3596569006,6886.0
North Dakota,Billings County,2975481849,946.0
North Dakota,Bottineau County,4321196488,6589.0
North Dakota,Bowman County,3009306320,3195.0
North Dakota,Burke County,2858265122,2213.0
North Dakota,Burleigh County,4228212589,93737.0
North Dakota,Cass County,4571248512,174202.0
North Dakota,Cavalier County,3856393937,3824.0
North Dakota,Dickey County,2930494892,4970.0
North Dakota,Divide County,3265310956,2369.0
North Dakota,Dunn County,5201924007,4387.0
North Dakota,Eddy County,1632133949,2313.0
North Dakota,Emmons County,3910146897,3352.0
North Dakota,Foster County,1645810424,3290.0
North Dakota,Golden Valley County,2593894326,1882.0
North Dakota,Grand Forks County,3719431810,70400.0
North Dakota,Grant County,4297180180,2380.0
North Dakota,Griggs County,1835826857,2266.0
North Dakota,Hettinger County,2932439645,2576.0
North Dakota,Kidder County,3499517648,2460.0
North Dakota,LaMoure County,2967974275,4100.0
North Dakota,Logan County,2571326089,1927.0
North Dakota,McHenry County,4853553114,5927.0
North Dakota,McIntosh County,2524546459,2654.0
North Dakota,McKenzie County,7149616265,12536.0
North Dakota,McLean County,5465733195,9608.0
North Dakota,Mercer County,2700509673,8570.0
North Dakota,Morton County,4988775161,30544.0
North Dakota,Mountrail County,4727469716,10152.0
North Dakota,Nelson County,2542787670,2920.0
North Dakota,Oliver County,1871296130,1837.0
North Dakota,Pembina County,2897408190,7016.0
North Dakota,Pierce County,2637787560,4210.0
North Dakota,Ramsey County,3074174316,11557.0
North Dakota,Ransom County,2233494144,5361.0
North Dakota,Renville County,2271556751,2495.0
North Dakota,Richland County,3718608510,16288.0
North Dakota,Rolette County,2338953779,14603.0
North Dakota,Sargent County,2223519135,3883.0
North Dakota,Sheridan County,2518459184,1405.0
North Dakota,Sioux County,2833690982,4413.0
North Dakota,Slope County,3146544261,704.0
North Dakota,Stark County,3457084716,30876.0
North Dakota,Steele County,1844613572,1910.0
North Dakota,Stutsman County,5754301975,21064.0
North Dakota,Towner County,2653593197,2246.0
North Dakota,Traill County,2232437901,8019.0
North Dakota,Walsh County,3319506407,10802.0
North Dakota,Ward County,5213657405,69034.0
North Dakota,Wells County,3290909635,4055.0
North Dakota,Williams County,5381852512,34061.0
Ohio,Adams County,1512208931,27878.0
Ohio,Allen County,1042479885,103642.0
Ohio,Ashland County,1095464863,53477.0
Ohio,Ashtabula County,1818360016,98136.0
Ohio,Athens County,1304386902,65936.0
Ohio,Auglaize County,1039605845,45784.0
Ohio,Belmont County,1378198933,68472.0
Ohio,Brown County,1269138597,43679.0
Ohio,Butler County,1208541665,378294.0
Ohio,Carroll County,1022030954,27578.0
Ohio,Champaign County,1111090193,38864.0
Ohio,Clark County,1027866665,135198.0
Ohio,Clermont County,1170958182,203216.0
Ohio,Clinton County,1058489017,41896.0
Ohio,Columbiana County,1377683637,104003.0
Ohio,Coshocton County,1460611200,36574.0
Ohio,Crawford County,1040619651,42021.0
Ohio,Cuyahoga County,1184103772,1253783.0
Ohio,Darke County,1549072312,51734.0
Ohio,Defiance County,1065649892,38279.0
Ohio,Delaware County,1147779363,197008.0
Ohio,Erie County,651214356,75136.0
Ohio,Fairfield County,1306415009,152910.0
Ohio,Fayette County,1052469899,28645.0
Ohio,Franklin County,1378944435,1275333.0
Ohio,Fulton County,1050100890,42305.0
Ohio,Gallia County,1208308869,30195.0
Ohio,Geauga County,1036775608,93961.0
Ohio,Greene County,1071281934,165811.0
Ohio,Guernsey County,1352631199,39274.0
Ohio,Hamilton County,1051393875,812037.0
Ohio,Hancock County,1376094842,75690.0
Ohio,Hardin County,1218342687,31542.0
Ohio,Harrison County,1042032640,15307.0
Ohio,Henry County,1077461475,27316.0
Ohio,Highland County,1432479992,43007.0
Ohio,Hocking County,1091232036,28495.0
Ohio,Holmes County,1094405866,43859.0
Ohio,Huron County,1272965328,58457.0
Ohio,Jackson County,1088598928,32524.0
Ohio,Jefferson County,1057037026,66886.0
Ohio,Knox County,1361052752,61215.0
Ohio,Lake County,593807216,230052.0
Ohio,Lawrence County,1174224668,60622.0
Ohio,Licking County,1767505133,172293.0
Ohio,Logan County,1187364299,45307.0
Ohio,Lorain County,1272238893,306713.0
Ohio,Lucas County,882436042,432379.0
Ohio,Madison County,1206498201,43988.0
Ohio,Mahoning County,1065795331,231064.0
Ohio,Marion County,1045726872,65344.0
Ohio,Medina County,1091406482,177257.0
Ohio,Meigs County,1113957862,23160.0
Ohio,Mercer County,1197723416,40806.0
Ohio,Miami County,1052855952,104800.0
Ohio,Monroe County,1180317770,14090.0
Ohio,Montgomery County,1195255491,532034.0
Ohio,Morgan County,1078538292,14702.0
Ohio,Morrow County,1051881046,34976.0
Ohio,Muskingum County,1721160806,86076.0
Ohio,Noble County,1030846458,14443.0
Ohio,Ottawa County,659770876,40709.0
Ohio,Paulding County,1078561240,18872.0
Ohio,Perry County,1056544342,35985.0
Ohio,Pickaway County,1298196084,57420.0
Ohio,Pike County,1140324463,28214.0
Ohio,Portage County,1262370045,162644.0
Ohio,Preble County,1098741227,41207.0
Ohio,Putnam County,1249783590,33969.0
Ohio,Richland County,1282554026,121324.0
Ohio,Ross County,1784986619,77051.0
Ohio,Sandusky County,1057893266,59299.0
Ohio,Scioto County,1580488226,76377.0
Ohio,Seneca County,1427151733,55475.0
Ohio,Shelby County,1055927006,48797.0
Ohio,Stark County,1490064421,373475.0
Ohio,Summit County,1069181981,541810.0
Ohio,Trumbull County,1600713063,201794.0
Ohio,Tuscarawas County,1469641516,92526.0
Ohio,Union County,1118226926,55654.0
Ohio,Van Wert County,1059702141,28281.0
Ohio,Vinton County,1067997064,13111.0
Ohio,Warren County,1039231411,226564.0
Ohio,Washington County,1636805228,60671.0
Ohio,Wayne County,1437096032,116208.0
Ohio,Williams County,1089503871,36936.0
Ohio,Wood County,1598531979,129936.0
Ohio,Wyandot County,1053773841,22107.0
Oklahoma,Adair County,1485822410,22113.0
Oklahoma,Alfalfa County,2244107619,5857.0
Oklahoma,Atoka County,2526582872,13874.0
Oklahoma,Beaver County,4700019205,5415.0
Oklahoma,Beckham County,2335695176,22621.0
Oklahoma,Blaine County,2404605814,9634.0
Oklahoma,Bryan County,2342666324,45759.0
Oklahoma,Caddo County,3309582204,29342.0
Oklahoma,Canadian County,2322292275,136710.0
Oklahoma,Carter County,2129435455,48406.0
Oklahoma,Cherokee County,1940678810,48599.0
Oklahoma,Choctaw County,1995215207,14886.0
Oklahoma,Cimarron County,4752113916,2189.0
Oklahoma,Cleveland County,1395724193,276733.0
Oklahoma,Coal County,1338200709,5618.0
Oklahoma,Comanche County,2769447439,122561.0
Oklahoma,Cotton County,1638566730,5929.0
Oklahoma,Craig County,1971897019,14493.0
Oklahoma,Creek County,2460926010,71160.0
Oklahoma,Custer County,2561032751,29209.0
Oklahoma,Delaware County,1911751868,42112.0
Oklahoma,Dewey County,2588653262,4918.0
Oklahoma,Ellis County,3189606140,4072.0
Oklahoma,Garfield County,2741479095,62190.0
Oklahoma,Garvin County,2077333869,27823.0
Oklahoma,Grady County,2850308180,54733.0
Oklahoma,Grant County,2592244802,4418.0
Oklahoma,Greer County,1655842990,5943.0
Oklahoma,Harmon County,1391326399,2721.0
Oklahoma,Harper County,2691041192,3847.0
Oklahoma,Haskell County,1493196083,12704.0
Oklahoma,Hughes County,2084031905,13460.0
Oklahoma,Jackson County,2078855906,25384.0
Oklahoma,Jefferson County,1965365160,6223.0
Oklahoma,Johnston County,1665212040,11041.0
Oklahoma,Kay County,2381847043,44880.0
Oklahoma,Kingfisher County,2325960388,15618.0
Oklahoma,Kiowa County,2629209769,9001.0
Oklahoma,Latimer County,1870096895,10495.0
Oklahoma,Le Flore County,4116222818,49909.0
Oklahoma,Lincoln County,2466497920,34854.0
Oklahoma,Logan County,1926521241,46044.0
Oklahoma,Love County,1331240595,9933.0
Oklahoma,McClain County,1478134050,38634.0
Oklahoma,McCurtain County,4793134961,32966.0
Oklahoma,McIntosh County,1601897956,19819.0
Oklahoma,Major County,2473407982,7718.0
Oklahoma,Marshall County,962335020,16376.0
Oklahoma,Mayes County,1697432140,40980.0
Oklahoma,Murray County,1078284001,13875.0
Oklahoma,Muskogee County,2098872174,69084.0
Oklahoma,Noble County,1895576674,11411.0
Oklahoma,Nowata County,1465358446,10383.0
Oklahoma,Okfuskee County,1602086603,12115.0
Oklahoma,Oklahoma County,1835845600,782051.0
Oklahoma,Okmulgee County,1806123426,38889.0
Oklahoma,Osage County,5818542002,47311.0
Oklahoma,Ottawa County,1219467497,31566.0
Oklahoma,Pawnee County,1471527628,16428.0
Oklahoma,Payne County,1773393751,81512.0
Oklahoma,Pittsburg County,3381125454,44382.0
Oklahoma,Pontotoc County,1865885645,38358.0
Oklahoma,Pottawatomie County,2040060544,72000.0
Oklahoma,Pushmataha County,3615212653,11119.0
Oklahoma,Roger Mills County,2955516642,3708.0
Oklahoma,Rogers County,1749846748,90814.0
Oklahoma,Seminole County,1639040844,25071.0
Oklahoma,Sequoyah County,1743779418,41359.0
Oklahoma,Stephens County,2253930694,43983.0
Oklahoma,Texas County,5286926132,21121.0
Oklahoma,Tillman County,2256226758,7515.0
Oklahoma,Tulsa County,1477122998,642781.0
Oklahoma,Wagoner County,1454465392,77850.0
Oklahoma,Washington County,1076019764,52001.0
Oklahoma,Washita County,2598189854,11432.0
Oklahoma,Woods County,3331900090,9127.0
Oklahoma,Woodward County,3217798484,20967.0
Oregon,Baker County,7945996793,15984.0
Oregon,Benton County,1748712549,89780.0
Oregon,Clackamas County,4845034547,405788.0
Oregon,Clatsop County,2144880465,38562.0
Oregon,Columbia County,1704508134,50851.0
Oregon,Coos County,4133714965,63308.0
Oregon,Crook County,7715303368,22337.0
Oregon,Curry County,4217488409,22507.0
Oregon,Deschutes County,7815545146,180640.0
Oregon,Douglas County,13042266635,108323.0
Oregon,Gilliam County,3120213943,1907.0
Oregon,Grant County,11726925901,7183.0
Oregon,Harney County,26248072891,7228.0
Oregon,Hood River County,1352203431,23131.0
Oregon,Jackson County,7208597907,214267.0
Oregon,Jefferson County,4615975257,23143.0
Oregon,Josephine County,4244083284,85481.0
Oregon,Klamath County,15391639803,66310.0
Oregon,Lake County,21078876003,7843.0
Oregon,Lane County,11801553916,368882.0
Oregon,Lincoln County,2539222440,47881.0
Oregon,Linn County,5923636964,122870.0
Oregon,Malheur County,25609052016,30431.0
Oregon,Marion County,3057615207,335553.0
Oregon,Morrow County,5259046542,11215.0
Oregon,Multnomah County,1116558776,798647.0
Oregon,Polk County,1918983329,81427.0
Oregon,Sherman County,2133151636,1605.0
Oregon,Tillamook County,2855122951,26076.0
Oregon,Umatilla County,8327974442,76898.0
Oregon,Union County,5275598331,26028.0
Oregon,Wallowa County,8147835370,6924.0
Oregon,Wasco County,6167110934,25866.0
Oregon,Washington County,1875846777,581821.0
Oregon,Wheeler County,4444475020,1426.0
Oregon,Yamhill County,1854169188,103820.0
Pennsylvania,Adams County,1343584297,102023.0
Pennsylvania,Allegheny County,1890994754,1225561.0
Pennsylvania,Armstrong County,1691724751,66331.0
Pennsylvania,Beaver County,1125904407,166896.0
Pennsylvania,Bedford County,2621850830,48611.0
Pennsylvania,Berks County,2217987965,416642.0
Pennsylvania,Blair County,1361819110,123842.0
Pennsylvania,Bradford County,2971797231,61304.0
Pennsylvania,Bucks County,1565461198,626370.0
Pennsylvania,Butler County,2042451298,186566.0
Pennsylvania,Cambria County,1782847427,134550.0
Pennsylvania,Cameron County,1026233358,4686.0
Pennsylvania,Carbon County,987977569,63931.0
Pennsylvania,Centre County,2874529771,161443.0
Pennsylvania,Chester County,1943848979,517156.0
Pennsylvania,Clarion County,1556159014,38827.0
Pennsylvania,Clearfield County,2964714515,80216.0
Pennsylvania,Clinton County,2299868396,39074.0
Pennsylvania,Columbia County,1251240747,66220.0
Pennsylvania,Crawford County,2621849834,86164.0
Pennsylvania,Cumberland County,1412836743,247433.0
Pennsylvania,Dauphin County,1359501931,274515.0
Pennsylvania,Delaware County,476088156,563527.0
Pennsylvania,Elk County,2142856004,30608.0
Pennsylvania,Erie County,2069618350,275972.0
Pennsylvania,Fayette County,2046967686,132289.0
Pennsylvania,Forest County,1106623929,7351.0
Pennsylvania,Franklin County,2000048804,153751.0
Pennsylvania,Fulton County,1133252799,14506.0
Pennsylvania,Greene County,1491700989,37144.0
Pennsylvania,Huntingdon County,2265337411,45421.0
Pennsylvania,Indiana County,2143140107,85755.0
Pennsylvania,Jefferson County,1689789819,44084.0
Pennsylvania,Juniata County,1013592882,24562.0
Pennsylvania,Lackawanna County,1188216340,211454.0
Pennsylvania,Lancaster County,2444602016,538347.0
Pennsylvania,Lawrence County,927682843,87382.0
Pennsylvania,Lebanon County,937071896,138674.0
Pennsylvania,Lehigh County,894071856,362613.0
Pennsylvania,Luzerne County,2305983750,317884.0
Pennsylvania,Lycoming County,3182452445,114859.0
Pennsylvania,McKean County,2536067959,41806.0
Pennsylvania,Mercer County,1741979899,112630.0
Pennsylvania,Mifflin County,1064602268,46362.0
Pennsylvania,Monroe County,1575378412,167586.0
Pennsylvania,Montgomery County,1250855248,821301.0
Pennsylvania,Montour County,337326249,18294.0
Pennsylvania,Northampton County,957377695,301778.0
Pennsylvania,Northumberland County,1186219239,92325.0
Pennsylvania,Perry County,1428244417,45924.0
Pennsylvania,Philadelphia County,347661370,1575522.0
Pennsylvania,Pike County,1411441242,55498.0
Pennsylvania,Potter County,2800612694,16937.0
Pennsylvania,Schuylkill County,2016645874,143555.0
Pennsylvania,Snyder County,851544552,40466.0
Pennsylvania,Somerset County,2782592219,74949.0
Pennsylvania,Sullivan County,1165338428,6177.0
Pennsylvania,Susquehanna County,2132844486,41340.0
Pennsylvania,Tioga County,2936458654,41226.0
Pennsylvania,Union County,818323459,45114.0
Pennsylvania,Venango County,1746387665,52376.0
Pennsylvania,Warren County,2289908286,40035.0
Pennsylvania,Washington County,2219590657,207547.0
Pennsylvania,Wayne County,1879248516,51536.0
Pennsylvania,Westmoreland County,2662611738,354751.0
Pennsylvania,Wyoming County,1029016037,27588.0
Pennsylvania,York County,2341882851,444014.0
Rhode Island,Bristol County,62513681,48900.0
Rhode Island,Kent County,436563233,163861.0
Rhode Island,Newport County,265311882,83075.0
Rhode Island,Providence County,1060563722,634533.0
Rhode Island,Washington County,852827384,126242.0
South Carolina,Abbeville County,1272789832,24657.0
South Carolina,Aiken County,2772864465,166926.0
South Carolina,Allendale County,1056949844,9214.0
South Carolina,Anderson County,1848867555,195995.0
South Carolina,Bamberg County,1018815107,14600.0
South Carolina,Barnwell County,1420294947,21577.0
South Carolina,Beaufort County,1492286911,182658.0
South Carolina,Berkeley County,2858329048,209065.0
South Carolina,Calhoun County,987179244,14713.0
South Carolina,Charleston County,2377399079,394708.0
South Carolina,Cherokee County,1018732778,56711.0
South Carolina,Chester County,1503893314,32326.0
South Carolina,Chesterfield County,2069282668,46024.0
South Carolina,Clarendon County,1572019539,34017.0
South Carolina,Colleton County,2736271100,37568.0
South Carolina,Darlington County,1452042167,67253.0
South Carolina,Dillon County,1049113569,30871.0
South Carolina,Dorchester County,1472651450,155474.0
South Carolina,Edgefield County,1296963602,26769.0
South Carolina,Fairfield County,1777452219,22712.0
South Carolina,Florence County,2073312316,138561.0
South Carolina,Georgetown County,2107953074,61605.0
South Carolina,Greenville County,2033302113,498402.0
South Carolina,Greenwood County,1177732248,70264.0
South Carolina,Hampton County,1450327708,19807.0
South Carolina,Horry County,2936222687,320915.0
South Carolina,Jasper County,1696861195,27900.0
South Carolina,Kershaw County,1881552070,64361.0
South Carolina,Lancaster County,1422080325,89546.0
South Carolina,Laurens County,1848622859,66710.0
South Carolina,Lee County,1062372377,17606.0
South Carolina,Lexington County,1810376222,286316.0
South Carolina,McCormick County,930140101,9606.0
South Carolina,Marion County,1267172613,31562.0
South Carolina,Marlboro County,1242867246,27131.0
South Carolina,Newberry County,1631796861,38068.0
South Carolina,Oconee County,1622483093,76696.0
South Carolina,Orangeburg County,2865402225,88454.0
South Carolina,Pickens County,1287006199,122746.0
South Carolina,Richland County,1961443756,408263.0
South Carolina,Saluda County,1172999243,20299.0
South Carolina,Spartanburg County,2092047951,302195.0
South Carolina,Sumter County,1722537271,106995.0
South Carolina,Union County,1331696512,27644.0
South Carolina,Williamsburg County,2419477548,31794.0
South Carolina,York County,1762934237,258641.0
South Dakota,Aurora County,1834902866,2759.0
South Dakota,Beadle County,3260040832,18374.0
South Dakota,Bennett County,3068207885,3437.0
South Dakota,Bon Homme County,1459586265,6969.0
South Dakota,Brookings County,2051808172,34239.0
South Dakota,Brown County,4436728163,38840.0
South Dakota,Brule County,2116643979,5256.0
South Dakota,Buffalo County,1220933807,2053.0
South Dakota,Butte County,5827518210,10177.0
South Dakota,Campbell County,1900214169,1435.0
South Dakota,Charles Mix County,2842481185,9344.0
South Dakota,Clark County,2480181887,3673.0
South Dakota,Clay County,1067154415,13925.0
South Dakota,Codington County,1780837054,27993.0
South Dakota,Corson County,6396478454,4168.0
South Dakota,Custer County,4032473517,8573.0
South Dakota,Davison County,1128284964,19901.0
South Dakota,Day County,2663788635,5506.0
South Dakota,Deuel County,1612886139,4306.0
South Dakota,Dewey County,5963417222,5779.0
South Dakota,Douglas County,1118358766,2930.0
South Dakota,Edmunds County,2916276415,3940.0
South Dakota,Fall River County,4506292267,6774.0
South Dakota,Faulk County,2542569585,2322.0
South Dakota,Grant County,1764937237,7217.0
South Dakota,Gregory County,2628707516,4201.0
South Dakota,Haakon County,4689282658,2082.0
South Dakota,Hamlin County,1313733694,6000.0
South Dakota,Hand County,3720905364,3301.0
South Dakota,Hanson County,1125574384,3397.0
South Dakota,Harding County,6919333215,1311.0
South Dakota,Hughes County,1920546204,17617.0
South Dakota,Hutchinson County,2105694681,7315.0
South Dakota,Hyde County,2229019815,1331.0
South Dakota,Jackson County,4827433523,3287.0
South Dakota,Jerauld County,1362677262,2029.0
South Dakota,Jones County,2511438723,735.0
South Dakota,Kingsbury County,2155483593,4967.0
South Dakota,Lake County,1457881925,12574.0
South Dakota,Lawrence County,2072127355,25234.0
South Dakota,Lincoln County,1495182122,54914.0
South Dakota,Lyman County,4253139884,3869.0
South Dakota,McCook County,1487184889,5511.0
South Dakota,McPherson County,2943892839,2364.0
South Dakota,Marshall County,2170724168,4895.0
South Dakota,Meade County,8989706529,27424.0
South Dakota,Mellette County,3385957220,2055.0
South Dakota,Miner County,1476734087,2229.0
South Dakota,Minnehaha County,2089691730,186749.0
South Dakota,Moody County,1345196857,6506.0
South Dakota,Oglala Lakota County,5422402157,14335.0
South Dakota,Pennington County,7191808283,109294.0
South Dakota,Perkins County,7434503230,2907.0
South Dakota,Potter County,2230336531,2326.0
South Dakota,Roberts County,2851702814,10285.0
South Dakota,Sanborn County,1474346384,2388.0
South Dakota,Spink County,3894132587,6543.0
South Dakota,Stanley County,3741060735,2997.0
South Dakota,Sully County,2607401993,1331.0
South Dakota,Todd County,3596445663,10146.0
South Dakota,Tripp County,4176247347,5468.0
South Dakota,Turner County,1598188434,8264.0
South Dakota,Union County,1193316452,15177.0
South Dakota,Walworth County,1835374266,5510.0
South Dakota,Yankton County,1349873590,22717.0
South Dakota,Ziebach County,5079588993,2814.0
Tennessee,Anderson County,873352572,75775.0
Tennessee,Bedford County,1226719775,47558.0
Tennessee,Benton County,1021248372,16112.0
Tennessee,Bledsoe County,1052635795,14602.0
Tennessee,Blount County,1447329095,128443.0
Tennessee,Bradley County,851489146,104557.0
Tennessee,Campbell County,1243615770,39687.0
Tennessee,Cannon County,687992430,13976.0
Tennessee,Carroll County,1547925982,28018.0
Tennessee,Carter County,883854964,56391.0
Tennessee,Cheatham County,783392123,39929.0
Tennessee,Chester County,740053450,17150.0
Tennessee,Claiborne County,1125609177,31613.0
Tennessee,Clay County,612626304,7686.0
Tennessee,Cocke County,1128782873,35336.0
Tennessee,Coffee County,1111013493,54531.0
Tennessee,Crockett County,687766536,14499.0
Tennessee,Cumberland County,1763849845,58634.0
Tennessee,Davidson County,1304032668,684017.0
Tennessee,Decatur County,864738982,11683.0
Tennessee,DeKalb County,788354548,19601.0
Tennessee,Dickson County,1268830627,51988.0
Tennessee,Dyer County,1326943233,37576.0
Tennessee,Fayette County,1825359412,39692.0
Tennessee,Fentress County,1291397315,17994.0
Tennessee,Franklin County,1436115984,41512.0
Tennessee,Gibson County,1561102692,49175.0
Tennessee,Giles County,1582304828,29167.0
Tennessee,Grainger County,726715762,23013.0
Tennessee,Greene County,1611409743,68669.0
Tennessee,Grundy County,933548206,13331.0
Tennessee,Hamblen County,417477290,63740.0
Tennessee,Hamilton County,1404654388,357546.0
Tennessee,Hancock County,575816107,6585.0
